"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"TE","Greg Olsen",4400,"CAR@TB 10/29/2017 01:00PM ET",2.900,"CAR"
"RB","Jalen Richard",4300,"OAK@BUF 10/29/2017 01:00PM ET",7.014,"OAK"
"QB","Scott Tolzien",4300,"IND@CIN 10/29/2017 01:00PM ET",3.320,"IND"
"QB","Matt Schaub",4300,"ATL@NYJ 10/29/2017 01:00PM ET",0.000,"ATL"
"QB","Austin Davis",4300,"HOU@SEA 10/29/2017 04:05PM ET",-0.100,"SEA"
"QB","Tom Savage",4300,"HOU@SEA 10/29/2017 04:05PM ET",0.240,"HOU"
"WR","Jamison Crowder",4300,"DAL@WAS 10/29/2017 04:25PM ET",5.550,"WAS"
"RB","Theo Riddick",4300,"PIT@DET 10/29/2017 08:30PM ET",8.483,"DET"
"RB","Mike Gillislee",4200,"LAC@NE 10/29/2017 01:00PM ET",7.871,"NE"
"RB","Matt Forte",4200,"ATL@NYJ 10/29/2017 01:00PM ET",10.300,"NYJ"
"WR","Robby Anderson",4200,"ATL@NYJ 10/29/2017 01:00PM ET",9.443,"NYJ"
"RB","Matt Breida",4200,"SF@PHI 10/29/2017 01:00PM ET",4.429,"SF"
"TE","Jason Witten",4200,"DAL@WAS 10/29/2017 04:25PM ET",12.717,"DAL"
"RB","Samaje Perine",4200,"DAL@WAS 10/29/2017 04:25PM ET",4.933,"WAS"
"RB","Ameer Abdullah",4200,"PIT@DET 10/29/2017 08:30PM ET",9.500,"DET"
"QB","Jake Rudock",4200,"PIT@DET 10/29/2017 08:30PM ET",0.000,"DET"
"RB","Marshawn Lynch",4100,"OAK@BUF 10/29/2017 01:00PM ET",6.629,"OAK"
"RB","DeAndre Washington",4100,"OAK@BUF 10/29/2017 01:00PM ET",5.450,"OAK"
"TE","Austin Hooper",4100,"ATL@NYJ 10/29/2017 01:00PM ET",8.633,"ATL"
"WR","Tyler Lockett",4100,"HOU@SEA 10/29/2017 04:05PM ET",7.833,"SEA"
"RB","Rob Kelley",4100,"DAL@WAS 10/29/2017 04:25PM ET",4.525,"WAS"
"DST","Vikings ",4000,"MIN@CLE 10/29/2017 09:30AM ET",6.571,"MIN"
"WR","Josh Gordon",4000,"MIN@CLE 10/29/2017 09:30AM ET",0,"CLE"
"QB","Kyle Sloter",4000,"MIN@CLE 10/29/2017 09:30AM ET",0,"MIN"
"QB","Joe Webb",4000,"OAK@BUF 10/29/2017 01:00PM ET",0.000,"BUF"
"TE","Charles Clay",4000,"OAK@BUF 10/29/2017 01:00PM ET",12.160,"BUF"
"QB","Connor Cook",4000,"OAK@BUF 10/29/2017 01:00PM ET",0,"OAK"
"QB","Nathan Peterman",4000,"OAK@BUF 10/29/2017 01:00PM ET",0,"BUF"
"RB","Frank Gore",4000,"IND@CIN 10/29/2017 01:00PM ET",9.171,"IND"
"QB","Jeff Driskel",4000,"IND@CIN 10/29/2017 01:00PM ET",0,"CIN"
"RB","Marlon Mack",4000,"IND@CIN 10/29/2017 01:00PM ET",8.400,"IND"
"QB","Kellen Clemens",4000,"LAC@NE 10/29/2017 01:00PM ET",0,"LAC"
"QB","Mark Sanchez",4000,"CHI@NO 10/29/2017 01:00PM ET",0,"CHI"
"QB","Taysom Hill",4000,"CHI@NO 10/29/2017 01:00PM ET",0,"NO"
"WR","Willie Snead",4000,"CHI@NO 10/29/2017 01:00PM ET",2.100,"NO"
"QB","Bryce Petty",4000,"ATL@NYJ 10/29/2017 01:00PM ET",0,"NYJ"
"RB","Elijah McGuire",4000,"ATL@NYJ 10/29/2017 01:00PM ET",5.143,"NYJ"
"QB","Christian Hackenberg",4000,"ATL@NYJ 10/29/2017 01:00PM ET",0,"NYJ"
"RB","Jacquizz Rodgers",4000,"CAR@TB 10/29/2017 01:00PM ET",5.550,"TB"
"QB","Ryan Griffin",4000,"CAR@TB 10/29/2017 01:00PM ET",0,"TB"
"QB","Garrett Gilbert",4000,"CAR@TB 10/29/2017 01:00PM ET",0,"CAR"
"WR","Paul Richardson",4000,"HOU@SEA 10/29/2017 04:05PM ET",10.150,"SEA"
"RB","D'Onta Foreman",4000,"HOU@SEA 10/29/2017 04:05PM ET",4.917,"HOU"
"QB","Kellen Moore",4000,"DAL@WAS 10/29/2017 04:25PM ET",0,"DAL"
"QB","Joshua Dobbs",4000,"PIT@DET 10/29/2017 08:30PM ET",0,"PIT"
"QB","Brad Kaaya",4000,"PIT@DET 10/29/2017 08:30PM ET",0,"DET"
"WR","JuJu Smith-Schuster",4000,"PIT@DET 10/29/2017 08:30PM ET",8.300,"PIT"
"TE","Jared Cook",3900,"OAK@BUF 10/29/2017 01:00PM ET",9.514,"OAK"
"WR","Jordan Matthews",3900,"OAK@BUF 10/29/2017 01:00PM ET",7.040,"BUF"
"WR","Travis Benjamin",3900,"LAC@NE 10/29/2017 01:00PM ET",8.814,"LAC"
"RB","Branden Oliver",3900,"LAC@NE 10/29/2017 01:00PM ET",3.200,"LAC"
"WR","Torrey Smith",3900,"SF@PHI 10/29/2017 01:00PM ET",5.814,"PHI"
"WR","Marquise Goodwin",3900,"SF@PHI 10/29/2017 01:00PM ET",8.357,"SF"
"RB","Corey Clement",3900,"SF@PHI 10/29/2017 01:00PM ET",3.543,"PHI"
"WR","Josh Doctson",3900,"DAL@WAS 10/29/2017 04:25PM ET",5.317,"WAS"
"RB","Isaiah Crowell",3800,"MIN@CLE 10/29/2017 09:30AM ET",7.786,"CLE"
"RB","Mike Tolbert",3800,"OAK@BUF 10/29/2017 01:00PM ET",5.283,"BUF"
"WR","Jeremy Kerley",3800,"ATL@NYJ 10/29/2017 01:00PM ET",7.833,"NYJ"
"DST","Eagles ",3800,"SF@PHI 10/29/2017 01:00PM ET",8.286,"PHI"
"WR","Martavis Bryant",3800,"PIT@DET 10/29/2017 08:30PM ET",7.086,"PIT"
"WR","Deonte Thompson",3700,"OAK@BUF 10/29/2017 01:00PM ET",7.867,"BUF"
"WR","Brandon LaFell",3700,"IND@CIN 10/29/2017 01:00PM ET",6.433,"CIN"
"RB","Giovani Bernard",3700,"IND@CIN 10/29/2017 01:00PM ET",8.200,"CIN"
"WR","Phillip Dorsett",3700,"LAC@NE 10/29/2017 01:00PM ET",1.886,"NE"
"WR","Justin Hardy",3700,"ATL@NYJ 10/29/2017 01:00PM ET",3.767,"ATL"
"WR","Adam Humphries",3700,"CAR@TB 10/29/2017 01:00PM ET",8.517,"TB"
"RB","Alfred Blue",3700,"HOU@SEA 10/29/2017 04:05PM ET",0.400,"HOU"
"RB","C.J. Prosise",3700,"HOU@SEA 10/29/2017 04:05PM ET",4.175,"SEA"
"TE","Vernon Davis",3700,"DAL@WAS 10/29/2017 04:25PM ET",8.200,"WAS"
"DST","Bengals ",3600,"IND@CIN 10/29/2017 01:00PM ET",6.833,"CIN"
"RB","Rex Burkhead",3600,"LAC@NE 10/29/2017 01:00PM ET",7.300,"NE"
"WR","Malcolm Mitchell",3600,"LAC@NE 10/29/2017 01:00PM ET",0,"NE"
"WR","Mike Williams",3600,"LAC@NE 10/29/2017 01:00PM ET",1.250,"LAC"
"WR","Aldrick Robinson",3600,"SF@PHI 10/29/2017 01:00PM ET",4.686,"SF"
"RB","Kenjon Barner",3600,"SF@PHI 10/29/2017 01:00PM ET",1.325,"PHI"
"TE","George Kittle",3600,"SF@PHI 10/29/2017 01:00PM ET",7.257,"SF"
"RB","Jonathan Stewart",3600,"CAR@TB 10/29/2017 01:00PM ET",6.414,"CAR"
"RB","Thomas Rawls",3600,"HOU@SEA 10/29/2017 04:05PM ET",2.775,"SEA"
"WR","Terrance Williams",3600,"DAL@WAS 10/29/2017 04:25PM ET",6.167,"DAL"
"RB","Zach Zenner",3600,"PIT@DET 10/29/2017 08:30PM ET",1.900,"DET"
"RB","Dwayne Washington",3600,"PIT@DET 10/29/2017 08:30PM ET",1.550,"DET"
"WR","Ricardo Louis",3500,"MIN@CLE 10/29/2017 09:30AM ET",6.571,"CLE"
"WR","Zay Jones",3500,"OAK@BUF 10/29/2017 01:00PM ET",2.550,"BUF"
"TE","Jack Doyle",3500,"IND@CIN 10/29/2017 01:00PM ET",9.950,"IND"
"WR","Donte Moncrief",3500,"IND@CIN 10/29/2017 01:00PM ET",7.300,"IND"
"RB","Austin Ekeler",3500,"LAC@NE 10/29/2017 01:00PM ET",5.900,"LAC"
"WR","Kendall Wright",3500,"CHI@NO 10/29/2017 01:00PM ET",7.086,"CHI"
"WR","Brandon Coleman",3500,"CHI@NO 10/29/2017 01:00PM ET",8.183,"NO"
"WR","Andre Roberts",3500,"ATL@NYJ 10/29/2017 01:00PM ET",0.367,"ATL"
"WR","Marvin Hall",3500,"ATL@NYJ 10/29/2017 01:00PM ET",11.000,"ATL"
"RB","Eddie Lacy",3500,"HOU@SEA 10/29/2017 04:05PM ET",3.650,"SEA"
"WR","Ryan Grant",3500,"DAL@WAS 10/29/2017 04:25PM ET",7.617,"WAS"
"RB","Mack Brown",3500,"DAL@WAS 10/29/2017 04:25PM ET",1.667,"WAS"
"WR","TJ Jones",3500,"PIT@DET 10/29/2017 08:30PM ET",5.383,"DET"
"DST","Saints ",3400,"CHI@NO 10/29/2017 01:00PM ET",10.667,"NO"
"TE","Ed Dickson",3400,"CAR@TB 10/29/2017 01:00PM ET",7.643,"CAR"
"WR","Russell Shepard",3400,"CAR@TB 10/29/2017 01:00PM ET",3.986,"CAR"
"RB","Charles Sims",3400,"CAR@TB 10/29/2017 01:00PM ET",4.617,"TB"
"WR","Brice Butler",3400,"DAL@WAS 10/29/2017 04:25PM ET",6.783,"DAL"
"WR","Kenny Britt",3300,"MIN@CLE 10/29/2017 09:30AM ET",5.760,"CLE"
"WR","Laquon Treadwell",3300,"MIN@CLE 10/29/2017 09:30AM ET",3.300,"MIN"
"WR","Seth Roberts",3300,"OAK@BUF 10/29/2017 01:00PM ET",5.314,"OAK"
"RB","Jeremy Hill",3300,"IND@CIN 10/29/2017 01:00PM ET",2.683,"CIN"
"WR","Curtis Samuel",3300,"CAR@TB 10/29/2017 01:00PM ET",2.017,"CAR"
"WR","Bruce Ellington",3300,"HOU@SEA 10/29/2017 04:05PM ET",6.740,"HOU"
"RB","J.D. McKissic",3300,"HOU@SEA 10/29/2017 04:05PM ET",10.467,"SEA"
"WR","Brandon Tate",3200,"OAK@BUF 10/29/2017 01:00PM ET",2.625,"BUF"
"WR","Andre Holmes",3200,"OAK@BUF 10/29/2017 01:00PM ET",4.100,"BUF"
"WR","John Ross",3200,"IND@CIN 10/29/2017 01:00PM ET",0.200,"CIN"
"TE","Zach Miller",3200,"CHI@NO 10/29/2017 01:00PM ET",7.943,"CHI"
"WR","Markus Wheaton",3200,"CHI@NO 10/29/2017 01:00PM ET",0.633,"CHI"
"WR","Nick Williams",3200,"ATL@NYJ 10/29/2017 01:00PM ET",6.000,"ATL"
"WR","Trent Taylor",3200,"SF@PHI 10/29/2017 01:00PM ET",5.557,"SF"
"DST","Seahawks ",3200,"HOU@SEA 10/29/2017 04:05PM ET",9.500,"SEA"
"RB","Rod Smith",3200,"DAL@WAS 10/29/2017 04:25PM ET",1.867,"DAL"
"WR","Jarius Wright",3100,"MIN@CLE 10/29/2017 09:30AM ET",3.186,"MIN"
"TE","Nick O'Leary",3100,"OAK@BUF 10/29/2017 01:00PM ET",4.250,"BUF"
"WR","Tyler Boyd",3100,"IND@CIN 10/29/2017 01:00PM ET",2.575,"CIN"
"WR","Tanner Gentry",3100,"CHI@NO 10/29/2017 01:00PM ET",2.167,"CHI"
"DST","Falcons ",3100,"ATL@NYJ 10/29/2017 01:00PM ET",5.000,"ATL"
"TE","Ryan Griffin",3100,"HOU@SEA 10/29/2017 04:05PM ET",6.960,"HOU"
"WR","Michael Floyd",3000,"MIN@CLE 10/29/2017 09:30AM ET",2.200,"MIN"
"WR","James Wright",3000,"MIN@CLE 10/29/2017 09:30AM ET",0,"CLE"
"WR","Sammie Coates",3000,"MIN@CLE 10/29/2017 09:30AM ET",0.420,"CLE"
"WR","Kasen Williams",3000,"MIN@CLE 10/29/2017 09:30AM ET",2.900,"CLE"
"WR","Bryce Treggs",3000,"MIN@CLE 10/29/2017 09:30AM ET",3.767,"CLE"
"RB","Danny Vitale",3000,"MIN@CLE 10/29/2017 09:30AM ET",0.543,"CLE"
"WR","Stacy Coley",3000,"MIN@CLE 10/29/2017 09:30AM ET",0.000,"MIN"
"WR","Rashard Higgins",3000,"MIN@CLE 10/29/2017 09:30AM ET",4.500,"CLE"
"RB","Matthew Dayes",3000,"MIN@CLE 10/29/2017 09:30AM ET",0.543,"CLE"
"WR","Rodney Adams",3000,"MIN@CLE 10/29/2017 09:30AM ET",0,"MIN"
"RB","C.J. Ham",3000,"MIN@CLE 10/29/2017 09:30AM ET",1.800,"MIN"
"RB","Taiwan Jones",3000,"OAK@BUF 10/29/2017 01:00PM ET",0.350,"BUF"
"RB","Patrick DiMarco",3000,"OAK@BUF 10/29/2017 01:00PM ET",0.217,"BUF"
"WR","Walter Powell",3000,"OAK@BUF 10/29/2017 01:00PM ET",0,"BUF"
"RB","Jamize Olawale",3000,"OAK@BUF 10/29/2017 01:00PM ET",1.200,"OAK"
"WR","Cordarrelle Patterson",3000,"OAK@BUF 10/29/2017 01:00PM ET",5.943,"OAK"
"WR","Johnny Holton",3000,"OAK@BUF 10/29/2017 01:00PM ET",1.914,"OAK"
"WR","Kamar Aiken",3000,"IND@CIN 10/29/2017 01:00PM ET",3.114,"IND"
"RB","George Winn",3000,"IND@CIN 10/29/2017 01:00PM ET",0,"IND"
"TE","Tyler Kroft",3000,"IND@CIN 10/29/2017 01:00PM ET",8.700,"CIN"
"WR","Quan Bray",3000,"IND@CIN 10/29/2017 01:00PM ET",0.986,"IND"
"RB","Josh Ferguson",3000,"IND@CIN 10/29/2017 01:00PM ET",0.500,"IND"
"RB","Tra Carson",3000,"IND@CIN 10/29/2017 01:00PM ET",0,"CIN"
"WR","Alex Erickson",3000,"IND@CIN 10/29/2017 01:00PM ET",2.533,"CIN"
"RB","Matt Jones",3000,"IND@CIN 10/29/2017 01:00PM ET",0.700,"IND"
"WR","Cody Core",3000,"IND@CIN 10/29/2017 01:00PM ET",0.000,"CIN"
"WR","Chester Rogers",3000,"IND@CIN 10/29/2017 01:00PM ET",2.050,"IND"
"WR","Josh Malone",3000,"IND@CIN 10/29/2017 01:00PM ET",0.000,"CIN"
"WR","Matthew Slater",3000,"LAC@NE 10/29/2017 01:00PM ET",0.000,"NE"
"RB","James Develin",3000,"LAC@NE 10/29/2017 01:00PM ET",0.714,"NE"
"RB","Brandon Bolden",3000,"LAC@NE 10/29/2017 01:00PM ET",0.000,"NE"
"RB","Andre Williams",3000,"LAC@NE 10/29/2017 01:00PM ET",0.000,"LAC"
"RB","Derek Watt",3000,"LAC@NE 10/29/2017 01:00PM ET",0.000,"LAC"
"WR","Dontrelle Inman",3000,"CHI@NO 10/29/2017 01:00PM ET",0.725,"CHI"
"RB","Zach Line",3000,"CHI@NO 10/29/2017 01:00PM ET",0.000,"NO"
"RB","Benny Cunningham",3000,"CHI@NO 10/29/2017 01:00PM ET",4.120,"CHI"
"WR","Josh Bellamy",3000,"CHI@NO 10/29/2017 01:00PM ET",3.057,"CHI"
"RB","Michael Burton",3000,"CHI@NO 10/29/2017 01:00PM ET",0.357,"CHI"
"WR","Tre McBride",3000,"CHI@NO 10/29/2017 01:00PM ET",0.700,"CHI"
"RB","Daniel Lasco II",3000,"CHI@NO 10/29/2017 01:00PM ET",0.000,"NO"
"WR","Tommylee Lewis",3000,"CHI@NO 10/29/2017 01:00PM ET",3.240,"NO"
"RB","Trey Edmunds",3000,"CHI@NO 10/29/2017 01:00PM ET",0.000,"NO"
"WR","Austin Carr",3000,"CHI@NO 10/29/2017 01:00PM ET",0.000,"NO"
"RB","Taquan Mizzell",3000,"CHI@NO 10/29/2017 01:00PM ET",0.000,"CHI"
"RB","Travaris Cadet",3000,"ATL@NYJ 10/29/2017 01:00PM ET",1.967,"NYJ"
"RB","Derrick Coleman",3000,"ATL@NYJ 10/29/2017 01:00PM ET",0.350,"ATL"
"RB","Terron Ward",3000,"ATL@NYJ 10/29/2017 01:00PM ET",0.000,"ATL"
"RB","Lawrence Thomas",3000,"ATL@NYJ 10/29/2017 01:00PM ET",0.667,"NYJ"
"WR","Jalin Marshall",3000,"ATL@NYJ 10/29/2017 01:00PM ET",0,"NYJ"
"WR","Lucky Whitehead",3000,"ATL@NYJ 10/29/2017 01:00PM ET",0,"NYJ"
"WR","ArDarius Stewart",3000,"ATL@NYJ 10/29/2017 01:00PM ET",1.343,"NYJ"
"WR","Chad Hansen",3000,"ATL@NYJ 10/29/2017 01:00PM ET",0.000,"NYJ"
"RB","Kyle Juszczyk",3000,"SF@PHI 10/29/2017 01:00PM ET",4.620,"SF"
"RB","Raheem Mostert",3000,"SF@PHI 10/29/2017 01:00PM ET",0.286,"SF"
"WR","Marcus Johnson",3000,"SF@PHI 10/29/2017 01:00PM ET",0.700,"PHI"
